alpha,conflict,beta,error,addrstreet,amenity,building,denomination,name,religion,tourism,nameen,opening_hours,wheelchair,wikidata,wikipedia,buildinglevels,roofshape,addrhousenumber,addrpostcode,namezh,service_times,namede,source,alt_name,namefr,nameru,importance,historic,nameit,addrcity,loc_name,short_name,namela,community,communityen,communityfr,communitygender,communityit,note,old_name,addrcountry,website,description,office,operator,residential,rooflevels,architect,refnolli,shop,historiccivilization,historicperiod,alt_namela,official_namela,ruins,layer,descriptionhu,namehu,alt_nameru,level,nameca,namecs,nameel,namees,nameet,namehi,namehr,nameko,namemk,namenl,namepl,namesk,namesl,indoor,room,start_date,architectwikidata,architectwikipedia,buildingarchitecture,wikimedia_commons,buildingcolour,buildingmaterial,height,roofmaterial,alt_namenl,start,alt_nameit,barrier,fixme,information,monasterytype,healthcare,fax,phone,dispensing,accesscovid19,opening_hourscovid19,drive_through,brand,amperage,voltage,brandwikidata,brandwikipedia,capacity,operatorwikidata,operatorwikipedia,refenelcode,refenelserial_number,email,outdoor_seating,deliverycovid19,takeawaycovid19,contactphone,fountain,image,check_date,disused,descriptionde,access,fee,official_name,internet_access,stars,internet_accessfee,addrfloor,smoking,cuisine,rooms,addrsuburb,contactemail,contactwebsite,paymentamerican_express,paymentcoins,paymentdiners_club,paymentjcb,paymentmaestro,paymentmastercard,paymentvisa,contactfax,air_conditioning,addrunit,paymentcash,paymentcredit_cards,paymentvisa_debit,paymentvisa_electron,bar,contactfacebook,paymentbitcoincash,refvatin,contactinstagram,opening_date,awardhotelstars,spa,bicycleconditional,network,railway,bicycle,platforms,public_transport,station,subway,bench,bin,bus,highway,internet_accessoperator,internet_accessssid,lit,networkwikidata,networkwikipedia,ref,shelter,tactile_paving,tram,namehe,nameja,namelt,nameuk,place,servicebicyclerental,inscription,namept,namesv,lanes,oneway,parkinglaneboth,surface,tunnel,covered,area,artwork_type,direction,memorial,min_height,subjectwikidata,artist_name,artistwikidata,colour,material,traffic_signals,crossing,traffic_signalsdirection,kerb,crossing_ref,button_operated,traffic_signalssound,traffic_signalsvibration,crossingisland,check_datecrossing,kerbleft,kerbright,supervised,wheelchairdescriptionen,trolleybus,route_ref,handrail,incline,inclineforward,ramp,step_count,foot,is_incity,maxspeed,sourcemaxspeed,sidewalk,lanespsvbackward,emergency,motor_vehicle,onewaypsv,psv,taxi,tourist_bus,cyclewayboth,maxspeedtype,check_datelit,odbl,lanespsv,lanespsvforward,busway,onewaybus,parkinglaneright,noname,alt_namecs,parkinglaneleft,hgv,accessconditional,motorcar,footway,service,colonnade,check_datetactile_paving,parkingconditionboth,horse,Unnamed: 107
building,building historic,church,yes,,place_of_worship,church,catholic,Santi Claudio e Andrea dei Borgognoni,christian,,,"Mo-Sa 07:30-12:00,16:00-19:00; Su 09:30-11:30,16:00-19:00",,Q1165017,it:Chiesa dei Santi Claudio e Andrea dei Borgognoni,,,,,,"Sep-Jun Mo-Sa 08:30,18:00; Sep-Jun Su 10:30,18:00",,,,Saint-Claude des Bourguignons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,Santa Rita da Cascia alle Vergini,christian,,,,,Q3585441,it:Chiesa di Santa Rita da Cascia alle Vergini,,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,Via Napoli,place_of_worship,church,anglican,San Paolo dentro le Mura,christian,,St. Paul's Within the Walls,,,Q3585375,it:Chiesa di San Paolo dentro le Mura,,,58.0,184.0,,,,"Bing, Local knowledge",,,,,,,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,Via del Quirinale,place_of_worship,church,catholic,San Carlo alle Quattro Fontane,christian,attraction,,,no,Q867329,it:Chiesa di San Carlo alle Quattro Fontane,,,,,,,,Local knowledge,,,ÑÐµÑÐºÐ¾Ð²Ñ Ð¡Ð°Ð½-ÐÐ°ÑÐ»Ð¾ ÐÐ»Ð»Ðµ ÐÑÐ°ÑÑÑÐ¾ Ð¤Ð¾Ð½ÑÐ°Ð½Ðµ,,,,,San Carlino,S. Carlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,Santi Gioacchino e Anna alle Quattro Fontane,christian,,,,no,Q2223427,it:Chiesa dei Santi Gioacchino e Anna alle Quattro Fontane,,,,,,,,"Bing, Local knowledge",,,,,,,,,SS. Anna e Gioacchino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,Santi Vincenzo e Anastasio a Fontana di Trevi,christian,,,,,Q2313394,it:Chiesa dei Santi Vincenzo e Anastasio a Trevi,,,,,,,,"Bing, Local knowledge",,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,anglican,Chiesa di Ognissanti,christian,,,,,Q3669448,it:Chiesa di Ognissanti (chiesa anglicana di Roma),,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,Chiesa dei Santi Giorgio e Martiri inglesi,christian,,,,,Q3668193,it:Chiesa dei Santi Giorgio e Martiri inglesi,,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,SantâIsidoro a Capo le Case,christian,,,,,Q1099048,it:Chiesa di Sant'Isidoro a Capo le Case,,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,Santa Croce e San Bonaventura dei Lucchesi,christian,,,,,Q2222865,it:Chiesa di Santa Croce e San Bonaventura dei Lucchesi,,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,Santa Maria d'Itria,christian,,,,,Q2223154,it:Chiesa di Santa Maria Odigitria (Roma),,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,SantâIldefonso in Via Sistina,christian,,,,,Q3668224,it:Chiesa dei Santi Ildefonso e Tommaso da Villanova,,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,Basilica di Sant' Andrea delle Fratte,christian,attraction,,,,Q1809794,it:Basilica di Sant'Andrea delle Fratte,,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,San Basilio agli Orti Sallustiani,christian,,,,,Q3669578,it:Chiesa di San Basilio agli Orti Sallustiani,,,,,,,,"Bing, Local knowledge",,,,,,,,,,Sancto Basilio Magno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,armenian_catholic,San Nicola da Tolentino,christian,,,,,Q1097292,it:Chiesa di San Nicola da Tolentino (Roma),,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,Santa Maria Immacolata a Via Veneto,christian,,,,,Q546141,it:Chiesa di Santa Maria Immacolata a via Veneto,,,,,,,,"Bing, Local knowledge",,,,,,,,,,,OFMCap,Friars Minor Capuchin,Capucins,male,Frati minori cappucini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,San Camillo de Lellis,christian,,,,,Q2424787,it:Basilica di San Camillo de Lellis,,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,San Bernardo alle Terme,christian,,,,no,Q1568136,it:Chiesa di San Bernardo alle Terme,,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,Chiesa di San Patrizio a Villa Ludovisi,christian,,,,,Q1097613,it:Chiesa di San Patrizio a Villa Ludovisi,,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,,church,,,,,,,,Q3670941,it:Chiesa di San Lorenzo da Brindisi,,,,,,,,,,,,,,,,,,,,,,,,church deconsecrated,San Lorenzo da Brindisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,Via XX Settembre,place_of_worship,church,church_of_scotland,Chiesa presbiteriana scozzese di Sant'Andrea,christian,,Saint Andrew's Presbyterian Church of Scotland,,,Q3945102,it:Saint Andrew's Church of Scotland,,,7.0,187.0,,,,"Bing, Local knowledge",,,,,,Chiesa presbiteriana scozzese di Sant'Andrea,Roma,,,,,,,,,,,IT,https://www.presbyterianchurchrome.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,maronite,Chiesa di San Marone,christian,,,,,Q3671015,it:Chiesa di San Marone,,,,,,,,,,,,,,Chiesa di San Marone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,,church,,,,,,,,Q951214,it:Chiesa di San Giuseppe Calasanzio (Roma),,,,,,,,,,,,,,,,,,,,,,,,deconsecrated former church,San Giuseppe Calasanzio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,Santissimo Redentore e Santa Francesca Saverio Cabrini,christian,,,,,Q3668661,it:Chiesa del Santissimo Redentore e Santa Francesca Saverio Cabrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building historic,church,yes,,place_of_worship,church,catholic,Chiesa del Sacro Cuore di GesÃ¹,christian,,,,,Q3580787,it:Chiesa del Sacro Cuore di GesÃ¹ (Roma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building,public,yes,Via XX Settembre,,public,,Palazzo Baracchini,,,,,,,,,,8.0,187.0,,,,"Bing, Local knowledge",,,,,,,Roma,,,,,,,,,,,IT,,Ministero della Difesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building,public,yes,Via Volturno,,public,,ATAC,,,,,,,,,,65.0,185.0,,,,"Bing, Local knowledge",,,,,,,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,office building,government,yes,,,government,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,office building,government,yes,,,government,,,,,,,,,,,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,office building,government,yes,,,government,,,,,,,,,,1.0,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,office building,government,yes,,,government,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,information building,office,yes,,,office,,Ministero per i Beni e le AttivitÃ  Culturali,,,,,,Q1347047,it:Ministero per i beni e le attivitÃ  culturali e per il turismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,information building,office,yes,,,office,,Palazzo San Macuto,,,,,,Q3890822,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,information building,office,yes,,,office,,,,,,,,,,4.0,,,,,,,"Bing, Local knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,information building,office,yes,,,office,,Domus Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building,chapel,yes,,place_of_worship,chapel,catholic,Oratorio di San Francesco Saverio,christian,,,,,Q1523718,it:Oratorio di San Francesco Saverio,,,,,,,,,Oratorio del Caravita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building,chapel,yes,,place_of_worship,chapel,catholic,Oratorio del Crocifisso,christian,,,,,Q1165020,it:Oratorio del Crocifisso,,,,,,,,"Bing, Local knowledge",Santissimo Crocifisso,,,,,,,,,,,,,,,,,,,"L'oratorio del Santissimo Crocifisso Ã¨ un oratorio eretto da Giacomo della Porta in Roma, nel rione Trevi, in piazza dellâOratorio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building,building,chapel,yes,,place_of_worship,chapel,catholic,Cappella Corpus Christi della Curia generalizia dei Cappucci,christian,,,,,Q3668528,it:Chiesa del Corpus Christi,,,,,,,,,,,,,,,,,,,OFMCap,Friars Minor Capuchin,Capucins,male,Frati minori cappucini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
